Date,videoId,authorId,Username,Link,Description,Hashtags,musicAuthorName,musicTitle ,musicId,concatenated_stickerText,Code,Field Notes
2023-09-10,7277308128935480622,7216572139534025774,nomaddeals,https://www.tiktok.com/@7216572139534025774/video/7277308128935480622,"Vlog dispslaying a chart with the most economical international flight originating from the United States, highlighting a direct route facilitating a brief vacation.",#digitalnomad #travel #traveltiktok #travelhacks,Nomad Deals,original sound,7183719933225454341,['Flight Deals \nfrom USA \nSept. 2023'],,
2023-09-08,7276474915459501355,6733737401188074501,thenatashaibrahim,https://www.tiktok.com/@6733737401188074501/video/7276474915459501355,"A woman underscores her independence through solo travel, expressing contentment with her single status and positing that companionship requires surpassing her own standards. The video intersperses images of her in various settings: a gym, a bar, and aboard a plane, with a notable emphasis on her physically fit physique, serving both as a statement of self-empowerment and an invitation for admiration.",#solofemaletravel #digitalnomad #motivation #divinefeminineenergy #girls #20something #selflove #southasian #bipoc,Unhinged,original sound,6793584965801052933,['The truth about\nbeing alone'],"CA-PC, LC-PF",Promotional Content: Video includes sponsored or promotional material. Personal & Spatial Freedom: Content emphasizes freedom of digital nomad lifestyle. 
2023-09-08,7276271915856071941,7275559135620367365,namwaandigitalnomad,https://www.tiktok.com/@7275559135620367365/video/7276271915856071941,"A Thai female vlogger shares that she generates additional income by managing Excel Sheets and marketing her services on online platforms. Her clientele primarily consists of parents and occasionally teachers, highlighting a niche demand for her expertise in spreadsheet administration and customization to meet specific educational or organizational needs. This entrepreneurial approach showcases the potential for leveraging specialized skills in digital environments to reach a diverse customer base.





",#NamwaanDigitalNomad #digitalnomad #wokfromanywhere,Mitsu Sound,Very cute melody by marimba tone(39813),7286797987190803205,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-09-07,7276103514001198341,7100582449735025669,lost.but.alive,https://www.tiktok.com/@7100582449735025669/video/7276103514001198341,"A photo log featuring images of a yacht in the sea and a sunset in Bali, accompanied by the soundtrack ""I think about leaving sometimes,"" evokes a serene and contemplative mood. The combination of visuals and music captures the beauty and tranquility of the maritime and tropical setting, while the soundtrack adds a layer of introspection, reflecting on themes of wanderlust and the allure of distant horizons.",#komodoisland #padarisland #bali #balisunset #explore #traveltiktok #digitalnomad #escape9to5,bright martins,original sound,6709413378747533314,"['Anywhere '], ['Komodo sunset >>>']","CA-PC, TA-VA",Promotional Content: Video includes sponsored or promotional material. Visual-aural primacy: Video emphasizes visual or audio elements. 
2023-09-05,7275256431304117511,6866062954417538050,fajarsiddiqfs,https://www.tiktok.com/@6866062954417538050/video/7275256431304117511,"A vlog features a rooftop tent for a car, presented as a gift from the vlogger's wife, which was installed within two hours. This video explores the process of setting up the tent, its features, and the benefits it offers for outdoor adventures, emphasizing the practicality of the installation timeframe. 




",@bynoorasyikin  #fajarsiddiq #bynoorasyikin #digitalnomad #peroduaaxiacampercar #axiacampercar #axiaRTT #axiarooftoptent #campercarRTT #campercarmy #campercar #rttmalaysia #rooftoptentmalaysia #rooftoptent #campermalaysia #campersforlife #campercarmerantau #campercaraxia #campersite  #merantau #digitalnomadcampercar #euphoryahq #remotework #remotework #kualalumpur #serikembangan #axia #perodua,Fajar Siddiq,original sound - Fajar Siddiq 👨🏻‍💻🇸🇬🏝️,7263788553225358126,['Roof Top Tent Axia'],"CA-PC, HE-SA",Promotional Content: Video includes sponsored or promotional material. Sport Activities: Video showcases sports or adventure activities. 
2023-09-04,7274781457652927750,6718198892586189829,octaviusra,https://www.tiktok.com/@6718198892586189829/video/7274781457652927750,"An American vlogger interviews a woman regarding her accommodation expenses in Bali, where she spends $150 per day to reside in a boutique condominium. This accommodation features a private pool and overlooks a rice paddy, offering a unique blend of luxury and cultural immersion. This interaction highlights the diverse range of living options available in Bali, catering to varying budgets and preferences for travelers and expatriates seeking distinctive experiences on the island.",#bali #balirealestate #realestate #fun #reels #octaviusra #hometour #travel #remotework #digitalnomad,octavius ra,original sound,7288709893064805163,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-09-03,7274454172173372715,278799552956993536,thisisjessicarose,https://www.tiktok.com/@278799552956993536/video/7274454172173372715,"An African-American woman dances in front of the camera on her way somewhere with a carry-on and her daughter standing behind her. She expresses happiness about moving out of the US and living on her earnings from social media, offering to share her know-how through links in her bio.",#shereallyhadababy #digitalnomad #worldschool #singlemama,310babii,soak city (do it),7092355069982690053,"['when you sold everything you own to move you and your baby out of the country ✈️\U0001f979', '& you have the freedom to do it because of\n social media 💻', 'read caption for more ⬇️'], ['Airport Dance 💃🏽']",,
2023-08-31,7273328100392357125,7201781960337949723,tatasoba,https://www.tiktok.com/@7201781960337949723/video/7273328100392357125,"A video guide exploring additional revenue streams ""on the go"" such as designing stickers for Etsy. It features a young girl who delineates four diverse methods of generating income through printed materials.",#digitalnomad #business,Enzo is Burning,OUT NOW Enzo Smooth Operator,7120552235582393093,"['สำหรับสาย  creative / fashion / artist / illustrator /ยิ่งดี', '💡Side-hustle idea💡', 'ทริคหารายได้เสริม ', '30,000 - 100,000 บาท\n / เดือน', '1.ขายสินค้าที่ต่างประเทศ', '2.ไม่ต้องมีหน้าร้าน', '\n3.ไม่ต้องสต็อกสินค้า', '4. ปริ้น/ผลิต หลังได้ออเดอร์ ', '5. ต่อกับระบบหลังบ้าน Etsy/Shopify/squarespace ', '6. เริ่มง่าย ไม่ต้อง\nใช้ต้นทุนเยอะ', 'PRINTIFY.COM', 'คืออะไร?', 'ผลิตสินค้า \n850+ ชนิด', 'พิมพ์ลายที่เราวาด/ออกแบบ\nลงบนสินค้า\nต่อระบบหลังบ้าน\nจัดส่งให้สำเร็จ \nส่งจาก USA 🇺🇸 ']",CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-08-27,7272133700979117354,6678456744718910470,sydneyblandford,https://www.tiktok.com/@6678456744718910470/video/7272133700979117354,"The vlog documents an exhilarating day spent on an Alaskan adventure, highlighting the activity of paddle boarding through Knik Glacier as an exceptionally experience with icy landscapes of the glacier, the physical challenge and thrill of paddle boarding in such a unique environment.",#travel #traveltok #traveldiaries #digitalnomad #travelinginyour20s #bucketlist #remotework #summer #summertravel #bucketlisttravel #glacier #uniqueexperiences #onceinalifetime #helicopter #alaskansummers #visitalaska #alaska #anchoragealaska,sydney blandford,original sound,6807324155571095560,,"CA-PC, HE-SA, TA-RL",Promotional Content: Video includes sponsored or promotional material. Sport Activities: Video showcases sports or adventure activities. Relatability: Content aims to be relatable or participates in challenges. 
2023-08-22,7270151331506179370,6755306288669115397,wholistickait,https://www.tiktok.com/@6755306288669115397/video/7270151331506179370,"An American female vlogger consumes ice cream in Italy, asserting that GMO foods are banned there, which has influenced her decision to relocate from America in pursuit of a healthier lifestyle. ",#europe #europeansummer #europeanhealth #traveltiktok #wellnesstravel #glutenfree #toxins #chemicals #bpa #syntheticfood #realfood #cleaneating #nongmofoods #italy #rome #wellness #holistichealth #movefromamerica #digitalnomadlife #movetoitaly #americaninitaly #digitalnomad #fyp #healthcare #healthy,Nicki Minaj & Ice Spice & Aqua,Barbie World (with Aqua) [From Barbie The Album] [Extended],7291731795563793184,,HE-CE,Culinary Experiences: Content focuses on local food and dining experiences. 
2023-08-22,7270181456050261291,6904832442135233542,drifterkait,https://www.tiktok.com/@6904832442135233542/video/7270181456050261291,"The video, featuring a beverage alongside a meme of Michael Scott, a character from ""The Office,"" uses a quote saying, ""My understanding is that I am not going to be managed."" This combination humorously juxtaposes a casual or leisure scene with a declaration of independence and resistance to conventional management, reflecting the character's iconic and comedic assertion of autonomy.",#vacationhumor #travellifestyle #digitalnomad #traveltiktok,Kait | Travel & Adventure,original sound,7251942631273057050,,"SY-SL, LC-PF",Symbolic Landscapes: Video showcases iconic locations or landmarks. Personal & Spatial Freedom: Content emphasizes freedom of digital nomad lifestyle. 
2023-08-21,7269725947560037639,7195260756174504987,austonholleman,https://www.tiktok.com/@7195260756174504987/video/7269725947560037639,"The video features an Afro-American vlogger discussing the Kenyan population, asserting their retention of cultural authenticity despite residing in a highly technological society. He emphasizes that, contrary to expectations, Kenyans have not become Americanized, highlighting the coexistence of technological advancement with the preservation of indigenous cultures and traditions. ",#digitalnomad #kenya #americans,Auston Holleman,original sound,7293236272028519198,['Kenyans Are Not Americanized'],"DR-CA, CA-PC, SY-RB, HE-CE",Cultural Authenticity: Video showcases genuine local experiences. Promotional Content: Video includes sponsored or promotional material. Ritualistic Behaviors: Content depicts cultural rituals or traditions. Cultural Experiences: Content showcases local cultural experiences. 
2023-08-21,7269709678928514305,7151682497272972314,eliasbcb_,https://www.tiktok.com/@7151682497272972314/video/7269709678928514305,"Vlog presenting a sequence of images showcasing Thailand, focusing on beachscapes, snorkeling activities, and scooter travel",#travel #traveltiktok #voyage #trip #photography #pourtoi #fy #fyp #backpacker #solo #nature #visit #backpacker #traveler #explore #travellife #traveltheworld #happiness #digitalnomad #summer,𝐼♛,son original,7055593201247193090,,,
2023-08-13,7266599417111858478,6946160347070317573,towingwildoats,https://www.tiktok.com/@6946160347070317573/video/7266599417111858478,"Vlogger traveling alone with a dog in a campervan across Alaska. This documentation provides insight into the logistical and practical aspects of managing such a journey in a remote environment, focusing on the interaction between the traveler and the dog, as well as the utility and challenges presented by utilizing a campervan for accommodation and mobility in a region characterized by its expansive natural landscapes.",#solotravel #solofemalevanlife #solovanlife #travelwithdogs #lifeontheroad #roadtrip #fulltimetravel #alaskaroadtrip #canadaroadtrip #vanlifemoments #digitalnomad,Andrew Joy,Countryside,7295683296271436590,"['part 2', 'Driving Solo from\nWashington to Alaska']","DR-PSC, TA-RL",Platform-Specific Content: Video tailored for digital nomad audience. Relatability: Content aims to be relatable or participates in challenges. 
2023-08-08,7265018682802310443,6756991467787682822,laurabyrnesintheworld,https://www.tiktok.com/@6756991467787682822/video/7265018682802310443,"The video discusses the 1 euro home initiative in Sicily, where individuals have the opportunity to purchase houses for merely 1 euro, provided they deposit a 4,000 euro bond. This innovative program aims to rejuvenate aging and depopulated towns by attracting new residents willing to invest in renovations and maintenance, offering a unique chance to own property in picturesque Sicilian locales at minimal cost.",#1eurohouse #1eurohouseitaly #castiglionedisicilia #sicily #italy #digitalnomad,Laura Byrnes Design,original sound,7266097837941836550,['case1euro@comune.castiglionedisicilia.ct.it'],,
2023-08-04,7263272039950093573,6783496530643026945,rachmanmarangga,https://www.tiktok.com/@6783496530643026945/video/7263272039950093573,"Photo log of indonesian digital nomad working remotely since 2016 and traveling. Vlogger states that it has been a dynamic experience, that induced excitement, yet feeled with emerging emptiness. Initially, the anticipation of travel elicited considerable joy; however, over time, this individual has become accustomed to the nomadic routine. To counter these sentiments and redirect focus, the person has undertaken building project.This narrative underscores the psychological impacts and adaptational challenges associated with long-term digital nomadism.",#digitalnomad #remoteworking #kerjaremote #kelilingdunia #fypbima #doumbojo #indonesia #lifestyle #foryoupage,Kaka Restu,suara asli - Kaka Restu,7302744869569645355,['KERJA SAMBIL TRAVELING SEBAGAI DIGITAL NOMADEN 🧑\u200d💻🧑\u200d💻🧑\u200d💻'],"DR-PSC, CA-PC, TA-RL",Platform-Specific Content: Video tailored for digital nomad audience. Promotional Content: Video includes sponsored or promotional material. Relatability: Content aims to be relatable or participates in challenges. 
2023-07-27,7260623141766958379,6927389542850020358,virtuallatinos,https://www.tiktok.com/@6927389542850020358/video/7260623141766958379,"A female vlogger creatively involves her one-year-old son in a performance to sing a song, utilizing this engaging moment to capture attention for her advertisement as a virtual assistant. This strategy showcases her innovative approach to marketing her services, highlighting her ability to blend personal and professional aspects in a manner that appeals to potential clients looking for virtual assistance.",#virtuallatinos #homeoffice #remotework #va #remotejobs #trabajoremoto #asistentevirtual #workfromanywhere #hiringnow #jobsearch #jobseekers #workfromhome #remote #job #jobs #digitalnomad,The Villaesters,original sound,6954440739359033346,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-07-26,7260165833530281243,6893578289287103494,_babaste,https://www.tiktok.com/@6893578289287103494/video/7260165833530281243,"A female vlogger in seeking of the unknown, often flee to distant places, not out of fear of commitment, but dread of conformity and the mundane office life. The fear of being trapped in a single career path haunts, despite the notion being somewhat outdated. She fears the routine of a 9-to-5, yearning instead for something more, yet back in 2018, she failed to seize her chance. Now, as life moves, sheI pushes herself towards the unfamiliar, realizing it's time to listen to herself, driven more by desires than fears, to finally find a place to settle.",@cbrnd #voyageuse #digitalnomad,Baba,original sound,6781027956148930562,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-07-23,7258945021586590982,6804409646707753985,accesstravelph,https://www.tiktok.com/@6804409646707753985/video/7258945021586590982,"A male vlogger has encountered a diverse array of experiences during the past 12 months, ranging from being misunderstood in various contexts to adopting travel as a dual facet of work and lifestyle. This span of time has been marked by both challenges and growth, with the evolution from facing misinterpretations to fully integrating travel into their professional and personal life, highlighting a journey of adaptation, learning, and embracing a nomadic ethos.",#AccessTravel #Access360 #AngelyDub #AngelyTalks #travel #cultureshock #solottravel #digitalnomad #femaletraveler,Lady Aqua,Barbie Girl,7164309656964171778,['travel culture shock \ninternational culture shock \nculture shocks \ntravel and cultures \nreverse culture shock \ntravel culture \nbeautiful culture shock \nculture shock in different countries \nculture shock events \nwhat is culture shock \ntravellers culture \nculture shock sound \nculture shock reverse \nlgbt \ndetain airport \ntravel \nsolo travel \ndigital nomad \nfemale traveler '],"JN-PG, CA-PC, TA-RL",Personal Growth: Content focuses on self-improvement or skill development. Promotional Content: Video includes sponsored or promotional material. Relatability: Content aims to be relatable or participates in challenges. 
2023-07-20,7257993137438706987,7035748875014833198,caracelestewest,https://www.tiktok.com/@7035748875014833198/video/7257993137438706987,"An American girl leverages affiliate marketing by promoting remote job opportunities, directing traffic through her website for potential leads. This approach combines her influence and digital platform to connect her audience with valuable employment options, while also benefiting from the affiliate relationships established with job providers.",#remoteworklife #remotejobs #remotejobs2023 #digitalnomad #digitalnomadlife #digitalnomadlifestyle #workingremotely,Cara | Digital Nomad Mom,original sound,7307989755358022401,,"DR-PSC, CA-PC",Platform-Specific Content: Video tailored for digital nomad audience. Promotional Content: Video includes sponsored or promotional material. 
2023-07-20,7257855865728879898,6585998346132979718,workanywhere.org,https://www.tiktok.com/@6585998346132979718/video/7257855865728879898,"The video features a girl highlighting statements from Elon Musk, Watters, and Martha Stewart advocating for the termination of remote work policies. She suggests that these figures do not prioritize the interests of remote workers.",#workanywhere #remotework #workandtravel #digitalnomad #remoteworker #workremotely,#workanywhere,original sound,7308285266639997698,,"DR-PSC, CA-PC",Platform-Specific Content: Video tailored for digital nomad audience. Promotional Content: Video includes sponsored or promotional material. 
2023-07-20,7257899420442823962,7207315091871548422,issymaac,https://www.tiktok.com/@7207315091871548422/video/7257899420442823962,"The video portrays a scenic expedition to a secluded beach in Mallorca, capturing a moment where a man traverses a tunnel and emerges onto a remote beach, where he encounters his girlfriend. This sequence highlights the allure of discovering hidden natural sanctuaries and the personal significance of such places for intimate reunions, illustrating the enchantment of Mallorca's less frequented coastal landscapes.





",#traveltiktok #fyp #mallorca #thingstodoinmallorca #hisandhers #hisandherschallange #digitalnomad #spain #traveltospain #mallorca2023 #spaintravel #lifeisgood #foryoupage #mallorcabeach,Fred again..,Dermot (see yourself in my eyes),7308687836725742379,,"DR-PSC, DR-VS, ET-SD",Platform-Specific Content: Video tailored for digital nomad audience. Visual Storytelling: Content emphasizes visual appeal of locations. Self-Discovery: Content focuses on personal exploration and discovery. 
2023-07-19,7257656651149397294,6768173170131534854,digital_bromad,https://www.tiktok.com/@6768173170131534854/video/7257656651149397294,"A vlogger claims that one can be a millionaire without actually earning much in Bali by using geoarbitrage, showing affordable options that allow living well internationally for a fraction of the cost in America. He suggests doing a regular 9-to-5 job remotely using a VPN or setting up a home IP address, claiming it is not illegal to work from anywhere. He aims to reach as many people as possible with his content and asks to share the video widely with friends and followers",#passportbros #passportbro #digitalbromad #digitalnomad,lofi'chield,City,7245400589675727643,"['\nPassport bros\nHow much money \nyou need!?', '200,000 dong = ', '$8.50', '$42 = Millionare in 🇻🇳 ', '100,000 = $6.67', '$67 = Millionare in 🇮🇩 ', 'You dont need to make \na lot of money!!', '$600 a month \nFor nice place on Air bnb', 'Electricy, wifi, water\nIncluded ', 'Flexibility is key ', 'You can upgrade or downgrade whenever you want ', 'We have regular US jobs ', 'Common jobs: \n1. Customer service \n2. Sales \n3. Digital marketing \n4. Ux design \n5. Data analytics \n6. Data science\n7. Web design ', 'Work from \n“Home”', 'Wfh jobs that don’t let you work abroad ', 'What if they wont let me work abroad?', 'hypothetically 😉 \n', 'Use a Vpn ', 'Final thing', 'I wish I knew this \nexisted sooner', 'Comment \U0001fae1 \nHelp reach more people ']","DR-PSC, CA-PC, HE-SE",Platform-Specific Content: Video tailored for digital nomad audience. Promotional Content: Video includes sponsored or promotional material. Shared Experiences & Bonding: Video depicts social interactions and community. 
2023-07-19,7257514349927877896,7096911744619070465,shrugmyshoulder,https://www.tiktok.com/@7096911744619070465/video/7257514349927877896,"A couple vloggs their stay in South Korea, they discovered several key advantages, including affordable cell phone plans, ubiquitous internet access, and highly efficient transportation systems. These aspects significantly enhance  ease of living and traveling within the country, reflecting South Korea's advanced digital infrastructure and well-developed public transit network.",#singaporean #digitalnomad #shotoniphone #digitalnomadcouple #visitkorea #remotework #sgtravel #数码游民,Roh Young Sim,"Woo Young-woo, the Same Backwards and Forwards",7309151640119577387,"['5 things to know\nSOUTH KOREA'], ['5 things to know\nSOUTH KOREA']","CA-PC, ET-SD, HE-SA",Promotional Content: Video includes sponsored or promotional material. Self-Discovery: Content focuses on personal exploration and discovery. Sport Activities: Video showcases sports or adventure activities. 
2023-07-13,7255203763470732546,7246412537133532165,itznataliegrace,https://www.tiktok.com/@7246412537133532165/video/7255203763470732546,"A female vlogger shares her narrative of making a transformative decision to store all her possessions and embark on a year-long journey, planning to visit 12 countries over 12 months. ",#digitalnomad #fulltimetravel #travel,Gustixa,Somewhere Only We Know,7313182779431750446,,"JN-TE, CA-TC",Transformative Experiences: Content describes life-changing events or personal growth. Tourism and Commerce: Content promotes travel to specific locations. 
2023-07-08,7253496420794273070,6765367498050274309,keekstravels,https://www.tiktok.com/@6765367498050274309/video/7253496420794273070,"A girl is talking about then fact that Canada is launching DN visa, interested in international tallent in tech-sphere. They want people to come and eventually stay permanently, and the author asking if this country is attractive for a DN?",#Canada #digitalnomad #visa #digitalnomadvisa #digitalnomadvisas #permanentresidency,kiera | slow traveler 🐌,original sound,7317759785869576965,,CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-07-06,7252796512256675115,7060687149274629167,hannagetshired,https://www.tiktok.com/@7060687149274629167/video/7252796512256675115,"The woman elaborates on the financial aspects of travel and living in Thailand, specifically addressing the expenditures on food, lodging, and leisure activities.",#travelhack #europetravel #livekindred #airbnb #homeswap #budgetravel #homeswapping #digitalnomad #digitalnomadlife #traveltiktok #travelbucketlist #greenscreen #greenscreenvideo,hanna gets hired,original sound,7318444979616074542,,"CA-PC, HE-CE",Promotional Content: Video includes sponsored or promotional material. Culinary Experiences: Content focuses on local food and dining experiences. 
2023-07-06,7252790544252833066,6828281450195158022,jennyfer.paucay,https://www.tiktok.com/@6828281450195158022/video/7252790544252833066,"A girl navigates through an airport with a carry-on, reflecting on the transformation in her life over the past year. She notes that her current reality, where she is engaged in full-time solo travel, marks a significant departure from her previous lifestyle, underscoring a journey of personal growth and change.





",#travelingnonstop #travellife #travelnomad #digitalnomad #solotravel #travelmotivation #bucketlisttravel,xxtristanxo,original sound,7318233158926011138,,JN-PG,Personal Growth: Content focuses on self-improvement or skill development. 
2023-07-04,7251941711058930949,7093226458110149633,muhammedalard,https://www.tiktok.com/@7093226458110149633/video/7251941711058930949,"The narrative describes a journey through the skies, culminating in an airport landing, accompanied by a reflective voiceover. This commentary suggests that societal norms have conditioned us to accept material and social constraints unchallenged. It critiques the conventional life trajectory of working towards retirement, only to realize freedom in one's later years. The concluding message emphasizes the brevity of life, advocating for the accumulation of experiences and memories over material possessions, thereby encouraging a reevaluation of priorities towards more fulfilling and meaningful pursuits.",#livelife #workhardplayhard #digitalnomad #airasia,MUHAMMED ALARD,original sound,7055226884535928833,['Life life\nعيش حياتك'],"CA-PC, ET-PM, LC-PF, TA-RL",Promotional Content: Video includes sponsored or promotional material. Purpose and Meaning: Video discusses finding purpose in life or work. Personal & Spatial Freedom: Content emphasizes freedom of digital nomad lifestyle. Relatability: Content aims to be relatable or participates in challenges. 
2023-07-02,7329088611561835808,6755557734609290245,nanobytesinc,https://www.tiktok.com/@nanobytesinc/video/7251321037357419822,"A male v-logger is waking and talking, claiming he is a digital nomad and YouTuber, discussing strategies for optimizing one's travel packing. He focuses on practical tips for minimizing luggage, selecting versatile items, and employing packing techniques that enhance mobility and efficiency for individuals who blend work and travel. He shares insights on maintaining a streamlined and functional travel setup, catering to the needs of digital nomads





",#digitalnomad,lau,son original,7298370142995204870,['Je réagis 10 ans après…'],CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-06-30,7250520931645295890,6798358378483467269,wanderlustfulrosie,https://www.tiktok.com/@6798358378483467269/video/7250520931645295890,"A vlog features a man navigating the streets of London on foot, his heavy breathing audible throughout. He comments on the city's expansive nature, implying that walking as a primary mode of transportation is impractical, especially when considering the high costs associated with using the tube. The sound is the main networker of this vlog.",#london #londontravel #travellondon #eurosummer #europetravel #englandtravel #londonlife #backpacking #digitalnomad #summerinlondon #traveltok #traveltiktok #londontraveltips #londonundergroundfun,PieterJohnsen,original sound,7320311072008194822,"['When the tube is too expensive so you walk \n30k steps everywhere\n in London', 'World travel \nTravel the world \nMarketing\nAffiliates\nTravel\nTraveller\nTravelling\nGap year\nBudget travel \nTips tricks hacks\nFemale traveller\nSolo travel \nCommunity \nBackpack \nBackpacking \nBackpacker \nThe world\nDigital nomad\nNomadic \nEurope\nNew York \nLos angeles\nTravel tok\nAirport flight\nAccomodation \nDormitory hostel hotel \nCheap travel \nWorld travel \nKiwi \nNew Zealand\nNew Zealander\nAustralia australian  \ntravel itinerary \nitinerary travel guide \nEurope travel \nEuro travel \nEurope travel tips and hacks\nHow to travel Europe on a budget \nHow to travel Europe cheap \nCheap Europe travel \nEuro summer\nEurope summer \nEuro travel hacks \nLondon travel \nTravel London \nTravel England \nGreat Britain \nBackpack England \nEurope summer\nEurope travel \nLondon city \nLondon eye \nHammersmith Apollo\nBuckingham palace \nHyde park \nRegent street \nBond street \nBritish \nEnglish \nThe tube\nthe underground  '], ['When the Tube \ncosts too much…🚶🏼\u200d♀️🥵']",HE-SA,Sport Activities: Video showcases sports or adventure activities. 
2023-06-30,7250351531382361390,6652410939973599237,zoeyrofkahr,https://www.tiktok.com/@6652410939973599237/video/7250351531382361390,"Two females are dancing amidst the rain in Costa Rica, with their movements captured in slow motion using the CapCut template.",#travelingbestfriends #traveltiktok #travellife #digitalnomad #travelbestfriends #CapCut #costarica,Amee,cars outside,7303096818870668038,,,
2023-06-28,7249702090765765931,7135488766324130859,rohrsteam,https://www.tiktok.com/@7135488766324130859/video/7249702090765765931,"An American vloger contends that contemporary homes in West Africa are constructed to a higher standard compared to those in America, attributing this difference to the use of ""cheaper"" materials and the excessive costs associated with building permits in the latter. Consequently, he advocates for property investment in West Africa as a more valuable and economically wise decision, suggesting that the region offers superior construction quality and efficiency in the use of resources.",#rohrsteam #ghana #nigeria #westafrica #africa #expat #digitalnomad  #accra,The Rohrs Team,original sound,7320692487760677637,['Are West African Houses Built Better than America?'],CA-PC,Promotional Content: Video includes sponsored or promotional material. 
2023-06-26,7249089421155388715,6797089160647459845,doseoftravel,https://www.tiktok.com/@6797089160647459845/video/7249089421155388715,"A woman narrates her journey while strolling through an urban setting, sharing that she has not utilized her doctorate degree, which took seven years to complete, and has shifted her career path three times. This narrative highlights a personal exploration of professional identity and the adaptability required to navigate changing career landscapes, reflecting on the value of diverse experiences over traditional academic achievements in her life's trajectory.",#relatable #fyp #traveltiktok #manifestation #growthmindset #growthtiktok #20s #digitalnomad #dreamlife #changeyourmindset,Victor Thompson,THIS YEAR (Blessings),7320830676711344901,"['I’m 29. I don’t use the doctorate degree I studied 7 years for. I pivoted careers 3 times. No house or kids rn. I’ve been traveling for a year. But, I’m living out my dreams and trying new things and that’s better than any societal timeline. ']","CA-PC, SY-RB, ET-IC, HE-CE",Promotional Content: Video includes sponsored or promotional material. Ritualistic Behaviors: Content depicts cultural rituals or traditions. Identity Construction: Video deals with personal identity issues. Cultural Experiences: Content showcases local cultural experiences. 
2023-06-25,7248690307166915845,6873133835833066497,juan_and_lonely,https://www.tiktok.com/@6873133835833066497/video/7248690307166915845,"The vlog presents an exploration of less conventional and quieter island-hopping destinations in Siargao, Philippines, deliberately bypassing the well-trodden locales of Guyam, Naked, and Daku Island. The vlogger advocates for visits to Corregidor and Mam-on Island as alternatives offering more genuine and unspoiled natural surroundings. The journey commences with a boat trip from General Luna to Mam-on Island, lasting approximately 45 minutes. Despite the duration and potential discomfort of the voyage, the vlogger underscores the importance of eco-responsible travel practices, specifically urging against the disposal of waste, such as bottles, into the ocean.",#siargao #island #tour #afam #foreigners #travel #solotravel #budgettravel #digitalnomad,Juan and Lonely on IG,original sound - Juan and Lonely on IG,7289130857087764481,"['siargao travel \nsiargao travel package \nsiargao foreigners \nsiargao afam video \nsiargao foreigners issue \nsiargao itinerary 2023 \nbest places to stay in siargao \nsiargao accommodation ideas \nwhere to eat in siargao \nsiargao human drone \nafam boyfriend ', 'corregidor island \nmam on island \nsiargao ']","CA-TC, CA-PC",Tourism and Commerce: Content promotes travel to specific locations. Promotional Content: Video includes sponsored or promotional material. 
2023-06-25,7248724873521024302,7160173498869335086,kyleemckay1,https://www.tiktok.com/@7160173498869335086/video/7248724873521024302,"A photo log curated by a female vlogger, known for her affinity for beaches, features a series of destinations within Mexico. This collection includes her personal recommendations, capturing the beauty and unique characteristics of each beachside location.




",#mexico🇲🇽 #mexicocheck #mexicotiktok #cabo #cancun #puertovallarta #cdmx #playadelcarmen #tulum #travel #travelrating #digitalnomad,yo,sonido original,7142169219956738050,,,
2023-06-22,7247487166845078811,6738302261645231109,shainahpage,https://www.tiktok.com/@6738302261645231109/video/7247487166845078811,"A girl is eating some food and thinking about a common sentiment that while we have the freedom to pursue various paths in life, the necessity to make choices means we can't have or do everything we desire. This limitation can indeed be frustrating, reflecting the reality of having to prioritize. She is anxious that life is going by, because of all possibile options and desires.",#traveltiktok #solotravel #travellife #digitalnomad,Florence + The Machine,Dog Days Are Over,7155234071328017158,,"LC-PF, HE-CE",Personal & Spatial Freedom: Content emphasizes freedom of digital nomad lifestyle. Culinary Experiences: Content focuses on local food and dining experiences. 
2023-06-22,7247282376005487914,7175755742048224299,ournextstop,https://www.tiktok.com/@7175755742048224299/video/7247282376005487914,"Female v-logger describes working reverse hours, its unique advantages for remote workers and digital nomad lifestyles. She is filming her boyfriend who is more quiet and focused work hours, and the opportunity to enjoy daylight hours for exploring places like Tokyo. She advocates for the flexibility and experiences it offers, despite the challenges it might pose. ",#japanvlog #remotework #digitalnomad #tokyo,Jess and Johnny,original sound,7324883282640833281,,"DR-PSC, CA-PC, TA-RL",Platform-Specific Content: Video tailored for digital nomad audience. Promotional Content: Video includes sponsored or promotional material. Relatability: Content aims to be relatable or participates in challenges. 
